"data_bulletin","age","country","cases"
2022-07-29,5,"Ireland",5
2022-07-29,6,"Ireland",0
2022-07-29,7,"Ireland",2
2022-07-29,8,"Ireland",0
2022-07-29,9,"Ireland",0
2022-07-29,10,"Ireland",0
2022-07-29,11,"Ireland",1
2022-07-29,12,"Ireland",1
2022-07-29,13,"Ireland",0
2022-07-29,14,"Ireland",0
2022-07-29,15,"Ireland",0
2022-07-29,16,"Ireland",0
2022-07-29,0,"Israel",0
2022-07-29,1,"Israel",1
2022-07-29,2,"Israel",1
2022-07-29,3,"Israel",1
2022-07-29,4,"Israel",0
2022-07-29,5,"Israel",1
2022-07-29,6,"Israel",0
2022-07-29,7,"Israel",0
2022-07-29,8,"Israel",0
2022-07-29,9,"Israel",0
2022-07-29,10,"Israel",0
2022-07-29,11,"Israel",1
2022-07-29,12,"Israel",0
2022-07-29,13,"Israel",0
2022-07-29,14,"Israel",0
2022-07-29,15,"Israel",0
2022-07-29,16,"Israel",0
2022-07-29,0,"Italy",4
2022-07-29,1,"Italy",5
2022-07-29,2,"Italy",6
2022-07-29,3,"Italy",3
2022-07-29,4,"Italy",3
2022-07-29,5,"Italy",2
2022-07-29,6,"Italy",3
2022-07-29,7,"Italy",1
2022-07-29,8,"Italy",0
2022-07-29,9,"Italy",1
2022-07-29,10,"Italy",2
2022-07-29,11,"Italy",1
2022-07-29,12,"Italy",0
2022-07-29,13,"Italy",2
2022-07-29,14,"Italy",1
2022-07-29,15,"Italy",1
2022-07-29,16,"Italy",1
2022-07-29,0,"Latvia",0
2022-07-29,1,"Latvia",0
2022-07-29,2,"Latvia",0
2022-07-29,3,"Latvia",0
2022-07-29,4,"Latvia",0
2022-07-29,5,"Latvia",0
2022-07-29,6,"Latvia",0
2022-07-29,7,"Latvia",0
2022-07-29,8,"Latvia",0
2022-07-29,9,"Latvia",0
2022-07-29,10,"Latvia",0
2022-07-29,11,"Latvia",0
2022-07-29,12,"Latvia",0
2022-07-29,13,"Latvia",0
2022-07-29,14,"Latvia",0
2022-07-29,15,"Latvia",0
2022-07-29,16,"Latvia",1
2022-07-29,0,"Luxembourg",0
2022-07-29,1,"Luxembourg",1
2022-07-29,2,"Luxembourg",0
2022-07-29,3,"Luxembourg",0
2022-07-29,4,"Luxembourg",0
2022-07-29,5,"Luxembourg",0
2022-07-29,6,"Luxembourg",0
2022-07-29,7,"Luxembourg",0
2022-07-29,8,"Luxembourg",0
2022-07-29,9,"Luxembourg",0
2022-07-29,10,"Luxembourg",0
2022-07-29,11,"Luxembourg",0
2022-07-29,12,"Luxembourg",0
2022-07-29,13,"Luxembourg",0
2022-07-29,14,"Luxembourg",0
2022-07-29,15,"Luxembourg",0
2022-07-29,16,"Luxembourg",0
2022-07-29,0,"Netherlands",1
2022-07-29,1,"Netherlands",1
2022-07-29,2,"Netherlands",2
2022-07-29,3,"Netherlands",3
2022-07-29,4,"Netherlands",2
2022-07-29,5,"Netherlands",2
2022-07-29,6,"Netherlands",0
2022-07-29,7,"Netherlands",0
2022-07-29,8,"Netherlands",1
2022-07-29,9,"Netherlands",0
2022-07-29,10,"Netherlands",0
2022-07-29,11,"Netherlands",0
2022-07-29,12,"Netherlands",0
2022-07-29,13,"Netherlands",2
2022-07-29,14,"Netherlands",0
2022-07-29,15,"Netherlands",0
2022-07-29,16,"Netherlands",1
2022-07-29,0,"Norway",2
2022-07-29,1,"Norway",1
2022-07-29,2,"Norway",0
2022-07-29,3,"Norway",0
2022-07-29,4,"Norway",1
2022-07-29,5,"Norway",2
2022-07-29,6,"Norway",0
2022-07-29,7,"Norway",0
2022-07-29,8,"Norway",0
2022-07-29,9,"Norway",0
2022-07-29,10,"Norway",0
2022-07-29,11,"Norway",0
2022-07-29,12,"Norway",0
2022-07-29,13,"Norway",0
2022-07-29,14,"Norway",0
2022-07-29,15,"Norway",0
2022-07-29,16,"Norway",0
2022-07-29,0,"Poland",5
2022-07-29,1,"Poland",2
2022-07-29,2,"Poland",0
2022-07-29,3,"Poland",0
2022-07-29,4,"Poland",0
2022-07-29,5,"Poland",4
2022-07-29,6,"Poland",0
2022-07-29,7,"Poland",3
2022-07-29,8,"Poland",0
2022-07-29,9,"Poland",0
2022-07-29,10,"Poland",0
2022-07-29,11,"Poland",0
2022-07-29,12,"Poland",0
2022-07-29,13,"Poland",1
2022-07-29,14,"Poland",0
2022-07-29,15,"Poland",0
2022-07-29,16,"Poland",0
2022-07-29,0,"Portugal",8
2022-07-29,1,"Portugal",4
2022-07-29,2,"Portugal",1
2022-07-29,3,"Portugal",0
2022-07-29,4,"Portugal",1
2022-07-29,5,"Portugal",1
2022-07-29,6,"Portugal",1
2022-07-29,7,"Portugal",0
2022-07-29,8,"Portugal",2
2022-07-29,9,"Portugal",0
2022-07-29,10,"Portugal",0
2022-07-29,11,"Portugal",0
2022-07-29,12,"Portugal",0
2022-07-29,13,"Portugal",1
2022-07-29,14,"Portugal",0
2022-07-29,15,"Portugal",1
2022-07-29,16,"Portugal",0
2022-07-29,0,"Republic of Moldova",0
2022-07-29,1,"Republic of Moldova",0
2022-07-29,2,"Republic of Moldova",0
2022-07-29,3,"Republic of Moldova",0
2022-07-29,4,"Republic of Moldova",0
2022-07-29,5,"Republic of Moldova",1
2022-07-29,6,"Republic of Moldova",0
2022-07-29,7,"Republic of Moldova",0
2022-07-29,8,"Republic of Moldova",0
2022-07-29,9,"Republic of Moldova",0
2022-07-29,10,"Republic of Moldova",0
2022-07-29,11,"Republic of Moldova",0
2022-07-29,12,"Republic of Moldova",0
2022-07-29,13,"Republic of Moldova",0
2022-07-29,14,"Republic of Moldova",0
2022-07-29,15,"Republic of Moldova",0
2022-07-29,16,"Republic of Moldova",0
2022-07-29,0,"Serbia",0
2022-07-29,1,"Serbia",0
2022-07-29,2,"Serbia",0
2022-07-29,3,"Serbia",0
2022-07-29,4,"Serbia",0
2022-07-29,5,"Serbia",0
2022-07-29,6,"Serbia",0
2022-07-29,7,"Serbia",0
2022-07-29,8,"Serbia",0
2022-07-29,9,"Serbia",1
2022-07-29,10,"Serbia",0
2022-07-29,11,"Serbia",0
2022-07-29,12,"Serbia",0
2022-07-29,13,"Serbia",0
2022-07-29,14,"Serbia",0
2022-07-29,15,"Serbia",0
2022-07-29,16,"Serbia",0
2022-07-29,0,"Spain",5
2022-07-29,1,"Spain",7
2022-07-29,2,"Spain",4
2022-07-29,3,"Spain",5
2022-07-29,4,"Spain",3
2022-07-29,5,"Spain",3
2022-07-29,6,"Spain",3
2022-07-29,7,"Spain",3
2022-07-29,8,"Spain",2
2022-07-29,9,"Spain",3
2022-07-29,10,"Spain",0
2022-07-29,11,"Spain",0
2022-07-29,12,"Spain",2
2022-07-29,13,"Spain",2
2022-07-29,14,"Spain",0
2022-07-29,15,"Spain",1
2022-07-29,16,"Spain",3
2022-07-29,0,"Sweden",1
2022-07-29,1,"Sweden",3
2022-07-29,2,"Sweden",0
2022-07-29,3,"Sweden",2
2022-07-29,4,"Sweden",2
2022-07-29,5,"Sweden",2
2022-07-29,6,"Sweden",0
2022-07-29,7,"Sweden",0
2022-07-29,8,"Sweden",0
2022-07-29,9,"Sweden",1
2022-07-29,10,"Sweden",0
2022-07-29,11,"Sweden",0
2022-07-29,12,"Sweden",1
2022-07-29,13,"Sweden",0
2022-07-29,14,"Sweden",0
2022-07-29,15,"Sweden",0
2022-07-29,16,"Sweden",0
2022-07-29,0,"United KIngdom",12
2022-07-29,1,"United KIngdom",22
2022-07-29,2,"United KIngdom",32
2022-07-29,3,"United KIngdom",77
2022-07-29,4,"United KIngdom",51
2022-07-29,5,"United KIngdom",30
2022-07-29,6,"United KIngdom",13
2022-07-29,7,"United KIngdom",7
2022-07-29,8,"United KIngdom",9
2022-07-29,9,"United KIngdom",6
2022-07-29,10,"United KIngdom",2
2022-07-29,11,"United KIngdom",1
2022-07-29,12,"United KIngdom",0
2022-07-29,13,"United KIngdom",4
2022-07-29,14,"United KIngdom",4
2022-07-29,15,"United KIngdom",3
2022-07-29,16,"United KIngdom",0
2022-08-26,0,"Austria",0
2022-08-26,1,"Austria",0
2022-08-26,2,"Austria",0
2022-08-26,3,"Austria",2
2022-08-26,4,"Austria",1
2022-08-26,5,"Austria",1
2022-08-26,6,"Austria",1
2022-08-26,7,"Austria",0
2022-08-26,8,"Austria",0
2022-08-26,9,"Austria",1
2022-08-26,10,"Austria",0
2022-08-26,11,"Austria",0
2022-08-26,12,"Austria",0
2022-08-26,13,"Austria",0
2022-08-26,14,"Austria",0
2022-08-26,15,"Austria",0
2022-08-26,16,"Austria",0
2022-08-26,0,"Belgium",3
2022-08-26,1,"Belgium",2
2022-08-26,2,"Belgium",1
2022-08-26,3,"Belgium",2
2022-08-26,4,"Belgium",0
2022-08-26,5,"Belgium",1
2022-08-26,6,"Belgium",0
2022-08-26,7,"Belgium",0
2022-08-26,8,"Belgium",1
2022-08-26,9,"Belgium",1
2022-08-26,10,"Belgium",2
2022-08-26,11,"Belgium",1
2022-08-26,12,"Belgium",0
2022-08-26,13,"Belgium",0
2022-08-26,14,"Belgium",0
2022-08-26,15,"Belgium",0
2022-08-26,16,"Belgium",0
2022-08-26,0,"Bulgaria",0
2022-08-26,1,"Bulgaria",0
2022-08-26,2,"Bulgaria",0
2022-08-26,3,"Bulgaria",0
2022-08-26,4,"Bulgaria",1
2022-08-26,5,"Bulgaria",0
2022-08-26,6,"Bulgaria",0
2022-08-26,7,"Bulgaria",0
2022-08-26,8,"Bulgaria",0
2022-08-26,9,"Bulgaria",0
2022-08-26,10,"Bulgaria",0
2022-08-26,11,"Bulgaria",0
2022-08-26,12,"Bulgaria",0
2022-08-26,13,"Bulgaria",0
2022-08-26,14,"Bulgaria",0
2022-08-26,15,"Bulgaria",0
2022-08-26,16,"Bulgaria",0
2022-08-26,0,"Cyprus",0
2022-08-26,1,"Cyprus",0
2022-08-26,2,"Cyprus",0
2022-08-26,3,"Cyprus",0
2022-08-26,4,"Cyprus",1
2022-08-26,5,"Cyprus",1
2022-08-26,6,"Cyprus",0
2022-08-26,7,"Cyprus",0
2022-08-26,8,"Cyprus",0
2022-08-26,9,"Cyprus",0
2022-08-26,10,"Cyprus",0
2022-08-26,11,"Cyprus",0
2022-08-26,12,"Cyprus",0
2022-08-26,13,"Cyprus",0
2022-08-26,14,"Cyprus",0
2022-08-26,15,"Cyprus",0
2022-08-26,16,"Cyprus",0
2022-08-26,0,"Denmark",1
2022-08-26,1,"Denmark",1
2022-08-26,2,"Denmark",1
2022-08-26,3,"Denmark",1
2022-08-26,4,"Denmark",1
2022-08-26,5,"Denmark",1
2022-08-26,6,"Denmark",0
2022-08-26,7,"Denmark",1
2022-08-26,8,"Denmark",0
2022-08-26,9,"Denmark",0
2022-08-26,10,"Denmark",0
2022-08-26,11,"Denmark",0
2022-08-26,12,"Denmark",0
2022-08-26,13,"Denmark",0
2022-08-26,14,"Denmark",1
2022-08-26,15,"Denmark",0
2022-08-26,16,"Denmark",0
2022-08-26,0,"France",2
2022-08-26,1,"France",1
2022-08-26,2,"France",1
2022-08-26,3,"France",1
2022-08-26,4,"France",1
2022-08-26,5,"France",0
2022-08-26,6,"France",0
2022-08-26,7,"France",1
2022-08-26,8,"France",0
2022-08-26,9,"France",0
2022-08-26,10,"France",0
2022-08-26,11,"France",0
2022-08-26,12,"France",1
2022-08-26,13,"France",0
2022-08-26,14,"France",1
2022-08-26,15,"France",0
2022-08-26,16,"France",0
2022-08-26,0,"Greece",0
2022-08-26,1,"Greece",3
2022-08-26,2,"Greece",2
2022-08-26,3,"Greece",0
2022-08-26,4,"Greece",1
2022-08-26,5,"Greece",2
2022-08-26,6,"Greece",1
2022-08-26,7,"Greece",0
2022-08-26,8,"Greece",0
2022-08-26,9,"Greece",0
2022-08-26,10,"Greece",1
2022-08-26,11,"Greece",0
2022-08-26,12,"Greece",1
2022-08-26,13,"Greece",0
2022-08-26,14,"Greece",0
2022-08-26,15,"Greece",1
2022-08-26,16,"Greece",0
2022-08-26,0,"Ireland",3
2022-08-26,1,"Ireland",2
2022-08-26,2,"Ireland",3
2022-08-26,3,"Ireland",4
2022-08-26,4,"Ireland",4
2022-08-26,5,"Ireland",5
2022-08-26,6,"Ireland",0
2022-08-26,7,"Ireland",3
2022-08-26,8,"Ireland",0
2022-08-26,9,"Ireland",0
2022-08-26,10,"Ireland",0
2022-08-26,11,"Ireland",1
2022-08-26,12,"Ireland",1
2022-08-26,13,"Ireland",0
2022-08-26,14,"Ireland",0
2022-08-26,15,"Ireland",0
2022-08-26,16,"Ireland",0
2022-08-26,0,"Israel",0
2022-08-26,1,"Israel",1
2022-08-26,2,"Israel",1
2022-08-26,3,"Israel",1
2022-08-26,4,"Israel",0
2022-08-26,5,"Israel",1
2022-08-26,6,"Israel",0
2022-08-26,7,"Israel",0
2022-08-26,8,"Israel",0
2022-08-26,9,"Israel",0
2022-08-26,10,"Israel",0
2022-08-26,11,"Israel",1
2022-08-26,12,"Israel",0
2022-08-26,13,"Israel",0
2022-08-26,14,"Israel",0
2022-08-26,15,"Israel",0
2022-08-26,16,"Israel",0
2022-08-26,0,"Italy",4
2022-08-26,1,"Italy",5
2022-08-26,2,"Italy",6
2022-08-26,3,"Italy",3
2022-08-26,4,"Italy",3
2022-08-26,5,"Italy",2
2022-08-26,6,"Italy",3
2022-08-26,7,"Italy",1
2022-08-26,8,"Italy",0
2022-08-26,9,"Italy",1
2022-08-26,10,"Italy",2
2022-08-26,11,"Italy",1
2022-08-26,12,"Italy",0
2022-08-26,13,"Italy",2
2022-08-26,14,"Italy",1
2022-08-26,15,"Italy",1
2022-08-26,16,"Italy",1
2022-08-26,0,"Latvia",0
2022-08-26,1,"Latvia",0
2022-08-26,2,"Latvia",0
2022-08-26,3,"Latvia",0
2022-08-26,4,"Latvia",0
2022-08-26,5,"Latvia",0
2022-08-26,6,"Latvia",0
2022-08-26,7,"Latvia",0
2022-08-26,8,"Latvia",0
2022-08-26,9,"Latvia",0
2022-08-26,10,"Latvia",0
2022-08-26,11,"Latvia",0
2022-08-26,12,"Latvia",0
2022-08-26,13,"Latvia",0
2022-08-26,14,"Latvia",0
2022-08-26,15,"Latvia",0
2022-08-26,16,"Latvia",1
2022-08-26,0,"Luxembourg",0
2022-08-26,1,"Luxembourg",1
2022-08-26,2,"Luxembourg",0
2022-08-26,3,"Luxembourg",0
2022-08-26,4,"Luxembourg",0
2022-08-26,5,"Luxembourg",0
2022-08-26,6,"Luxembourg",0
2022-08-26,7,"Luxembourg",0
2022-08-26,8,"Luxembourg",0
2022-08-26,9,"Luxembourg",0
2022-08-26,10,"Luxembourg",0
2022-08-26,11,"Luxembourg",0
2022-08-26,12,"Luxembourg",0
2022-08-26,13,"Luxembourg",0
2022-08-26,14,"Luxembourg",0
2022-08-26,15,"Luxembourg",0
2022-08-26,16,"Luxembourg",0
2022-08-26,0,"Netherlands",1
2022-08-26,1,"Netherlands",1
2022-08-26,2,"Netherlands",2
2022-08-26,3,"Netherlands",3
2022-08-26,4,"Netherlands",2
2022-08-26,5,"Netherlands",2
2022-08-26,6,"Netherlands",0
2022-08-26,7,"Netherlands",0
2022-08-26,8,"Netherlands",1
2022-08-26,9,"Netherlands",0
2022-08-26,10,"Netherlands",0
2022-08-26,11,"Netherlands",0
2022-08-26,12,"Netherlands",0
2022-08-26,13,"Netherlands",2
2022-08-26,14,"Netherlands",0
2022-08-26,15,"Netherlands",0
2022-08-26,16,"Netherlands",1
2022-08-26,0,"Norway",2
2022-08-26,1,"Norway",1
2022-08-26,2,"Norway",0
2022-08-26,3,"Norway",0
2022-08-26,4,"Norway",1
2022-08-26,5,"Norway",2
2022-08-26,6,"Norway",0
2022-08-26,7,"Norway",0
2022-08-26,8,"Norway",0
2022-08-26,9,"Norway",0
2022-08-26,10,"Norway",0
2022-08-26,11,"Norway",0
2022-08-26,12,"Norway",0
2022-08-26,13,"Norway",0
2022-08-26,14,"Norway",0
2022-08-26,15,"Norway",0
2022-08-26,16,"Norway",0
2022-08-26,0,"Poland",5
2022-08-26,1,"Poland",2
2022-08-26,2,"Poland",0
2022-08-26,3,"Poland",1
2022-08-26,4,"Poland",0
2022-08-26,5,"Poland",4
2022-08-26,6,"Poland",1
2022-08-26,7,"Poland",3
2022-08-26,8,"Poland",0
2022-08-26,9,"Poland",0
2022-08-26,10,"Poland",0
2022-08-26,11,"Poland",0
2022-08-26,12,"Poland",0
2022-08-26,13,"Poland",2
2022-08-26,14,"Poland",0
2022-08-26,15,"Poland",0
2022-08-26,16,"Poland",0
2022-08-26,0,"Portugal",8
2022-08-26,1,"Portugal",4
2022-08-26,2,"Portugal",1
2022-08-26,3,"Portugal",0
2022-08-26,4,"Portugal",1
2022-08-26,5,"Portugal",1
2022-08-26,6,"Portugal",1
2022-08-26,7,"Portugal",0
2022-08-26,8,"Portugal",2
2022-08-26,9,"Portugal",0
2022-08-26,10,"Portugal",0
2022-08-26,11,"Portugal",0
2022-08-26,12,"Portugal",0
2022-08-26,13,"Portugal",1
2022-08-26,14,"Portugal",0
2022-08-26,15,"Portugal",1
2022-08-26,16,"Portugal",0
2022-08-26,0,"Republic of Moldova",0
2022-08-26,1,"Republic of Moldova",0
2022-08-26,2,"Republic of Moldova",0
2022-08-26,3,"Republic of Moldova",0
2022-08-26,4,"Republic of Moldova",0
2022-08-26,5,"Republic of Moldova",1
2022-08-26,6,"Republic of Moldova",0
2022-08-26,7,"Republic of Moldova",0
2022-08-26,8,"Republic of Moldova",0
2022-08-26,9,"Republic of Moldova",0
2022-08-26,10,"Republic of Moldova",0
2022-08-26,11,"Republic of Moldova",0
2022-08-26,12,"Republic of Moldova",0
2022-08-26,13,"Republic of Moldova",0
2022-08-26,14,"Republic of Moldova",0
2022-08-26,15,"Republic of Moldova",0
2022-08-26,16,"Republic of Moldova",0
2022-08-26,0,"Serbia",0
2022-08-26,1,"Serbia",0
2022-08-26,2,"Serbia",0
2022-08-26,3,"Serbia",0
2022-08-26,4,"Serbia",0
2022-08-26,5,"Serbia",0
2022-08-26,6,"Serbia",0
2022-08-26,7,"Serbia",0
2022-08-26,8,"Serbia",0
2022-08-26,9,"Serbia",1
2022-08-26,10,"Serbia",0
2022-08-26,11,"Serbia",0
2022-08-26,12,"Serbia",0
2022-08-26,13,"Serbia",0
2022-08-26,14,"Serbia",0
2022-08-26,15,"Serbia",0
2022-08-26,16,"Serbia",0
2022-08-26,0,"Spain",5
2022-08-26,1,"Spain",7
2022-08-26,2,"Spain",4
2022-08-26,3,"Spain",5
2022-08-26,4,"Spain",3
2022-08-26,5,"Spain",3
2022-08-26,6,"Spain",3
2022-08-26,7,"Spain",3
2022-08-26,8,"Spain",2
2022-08-26,9,"Spain",3
2022-08-26,10,"Spain",0
2022-08-26,11,"Spain",0
2022-08-26,12,"Spain",2
2022-08-26,13,"Spain",2
2022-08-26,14,"Spain",0
2022-08-26,15,"Spain",1
2022-08-26,16,"Spain",3
2022-08-26,0,"Sweden",1
2022-08-26,1,"Sweden",3
2022-08-26,2,"Sweden",0
2022-08-26,3,"Sweden",2
2022-08-26,4,"Sweden",2
2022-08-26,5,"Sweden",2
2022-08-26,6,"Sweden",0
2022-08-26,7,"Sweden",0
2022-08-26,8,"Sweden",0
2022-08-26,9,"Sweden",1
2022-08-26,10,"Sweden",0
2022-08-26,11,"Sweden",0
2022-08-26,12,"Sweden",1
2022-08-26,13,"Sweden",0
2022-08-26,14,"Sweden",0
2022-08-26,15,"Sweden",0
2022-08-26,16,"Sweden",0
2022-08-26,0,"United KIngdom",12
2022-08-26,1,"United KIngdom",22
2022-08-26,2,"United KIngdom",32
2022-08-26,3,"United KIngdom",77
2022-08-26,4,"United KIngdom",51
2022-08-26,5,"United KIngdom",30
2022-08-26,6,"United KIngdom",13
2022-08-26,7,"United KIngdom",7
2022-08-26,8,"United KIngdom",9
2022-08-26,9,"United KIngdom",6
2022-08-26,10,"United KIngdom",2
2022-08-26,11,"United KIngdom",1
2022-08-26,12,"United KIngdom",0
2022-08-26,13,"United KIngdom",4
2022-08-26,14,"United KIngdom",4
2022-08-26,15,"United KIngdom",3
2022-08-26,16,"United KIngdom",0
2022-09-30,0,"Austria",0
2022-09-30,1,"Austria",0
2022-09-30,2,"Austria",0
2022-09-30,3,"Austria",2
2022-09-30,4,"Austria",1
2022-09-30,5,"Austria",1
2022-09-30,6,"Austria",1
2022-09-30,7,"Austria",0
2022-09-30,8,"Austria",0
2022-09-30,9,"Austria",1
2022-09-30,10,"Austria",0
2022-09-30,11,"Austria",0
2022-09-30,12,"Austria",0
2022-09-30,13,"Austria",0
2022-09-30,14,"Austria",0
2022-09-30,15,"Austria",0
2022-09-30,16,"Austria",0
2022-09-30,0,"Belgium",3
2022-09-30,1,"Belgium",2
2022-09-30,2,"Belgium",1
2022-09-30,3,"Belgium",2
2022-09-30,4,"Belgium",0
2022-09-30,5,"Belgium",1
2022-09-30,6,"Belgium",0
2022-09-30,7,"Belgium",0
2022-09-30,8,"Belgium",1
2022-09-30,9,"Belgium",1
2022-09-30,10,"Belgium",2
2022-09-30,11,"Belgium",1
2022-09-30,12,"Belgium",0
2022-09-30,13,"Belgium",0
2022-09-30,14,"Belgium",0
2022-09-30,15,"Belgium",0
2022-09-30,16,"Belgium",0
2022-09-30,0,"Bulgaria",0
2022-09-30,1,"Bulgaria",0
2022-09-30,2,"Bulgaria",0
2022-09-30,3,"Bulgaria",0
2022-09-30,4,"Bulgaria",1
2022-09-30,5,"Bulgaria",0
2022-09-30,6,"Bulgaria",0
2022-09-30,7,"Bulgaria",0
2022-09-30,8,"Bulgaria",0
2022-09-30,9,"Bulgaria",0
2022-09-30,10,"Bulgaria",0
2022-09-30,11,"Bulgaria",0
2022-09-30,12,"Bulgaria",0
2022-09-30,13,"Bulgaria",0
2022-09-30,14,"Bulgaria",0
2022-09-30,15,"Bulgaria",0
2022-09-30,16,"Bulgaria",0
2022-09-30,0,"Cyprus",0
2022-09-30,1,"Cyprus",0
2022-09-30,2,"Cyprus",0
2022-09-30,3,"Cyprus",0
2022-09-30,4,"Cyprus",1
2022-09-30,5,"Cyprus",1
2022-09-30,6,"Cyprus",0
2022-09-30,7,"Cyprus",0
2022-09-30,8,"Cyprus",0
2022-09-30,9,"Cyprus",0
2022-09-30,10,"Cyprus",0
2022-09-30,11,"Cyprus",0
2022-09-30,12,"Cyprus",0
2022-09-30,13,"Cyprus",0
2022-09-30,14,"Cyprus",0
2022-09-30,15,"Cyprus",0
2022-09-30,16,"Cyprus",0
2022-09-30,0,"Denmark",1
2022-09-30,1,"Denmark",1
2022-09-30,2,"Denmark",1
2022-09-30,3,"Denmark",1
2022-09-30,4,"Denmark",1
2022-09-30,5,"Denmark",1
2022-09-30,6,"Denmark",0
2022-09-30,7,"Denmark",1
2022-09-30,8,"Denmark",0
2022-09-30,9,"Denmark",0
2022-09-30,10,"Denmark",0
2022-09-30,11,"Denmark",0
2022-09-30,12,"Denmark",0
2022-09-30,13,"Denmark",0
2022-09-30,14,"Denmark",1
2022-09-30,15,"Denmark",0
2022-09-30,16,"Denmark",0
2022-09-30,0,"Finland",0
2022-09-30,1,"Finland",0
2022-09-30,2,"Finland",0
2022-09-30,3,"Finland",0
2022-09-30,4,"Finland",0
2022-09-30,5,"Finland",0
2022-09-30,6,"Finland",0
2022-09-30,7,"Finland",1
2022-09-30,8,"Finland",0
2022-09-30,9,"Finland",0
2022-09-30,10,"Finland",0
2022-09-30,11,"Finland",0
2022-09-30,12,"Finland",0
2022-09-30,13,"Finland",0
2022-09-30,14,"Finland",0
2022-09-30,15,"Finland",0
2022-09-30,16,"Finland",0
2022-09-30,0,"France",3
2022-09-30,1,"France",0
2022-09-30,2,"France",1
2022-09-30,3,"France",1
2022-09-30,4,"France",1
2022-09-30,5,"France",0
2022-09-30,6,"France",0
2022-09-30,7,"France",2
2022-09-30,8,"France",0
2022-09-30,9,"France",0
2022-09-30,10,"France",0
2022-09-30,11,"France",0
2022-09-30,12,"France",1
2022-09-30,13,"France",0
2022-09-30,14,"France",1
2022-09-30,15,"France",0
2022-09-30,16,"France",0
2022-09-30,0,"Greece",2
2022-09-30,1,"Greece",3
2022-09-30,2,"Greece",3
2022-09-30,3,"Greece",0
2022-09-30,4,"Greece",3
2022-09-30,5,"Greece",2
2022-09-30,6,"Greece",2
2022-09-30,7,"Greece",0
2022-09-30,8,"Greece",1
2022-09-30,9,"Greece",0
2022-09-30,10,"Greece",1
2022-09-30,11,"Greece",0
2022-09-30,12,"Greece",1
2022-09-30,13,"Greece",0
2022-09-30,14,"Greece",0
2022-09-30,15,"Greece",1
2022-09-30,16,"Greece",1
2022-09-30,0,"Ireland",3
2022-09-30,1,"Ireland",3
2022-09-30,2,"Ireland",3
2022-09-30,3,"Ireland",5
2022-09-30,4,"Ireland",4
2022-09-30,5,"Ireland",6
2022-09-30,6,"Ireland",0
2022-09-30,7,"Ireland",3
2022-09-30,8,"Ireland",0
2022-09-30,9,"Ireland",0
2022-09-30,10,"Ireland",0
2022-09-30,11,"Ireland",1
2022-09-30,12,"Ireland",1
2022-09-30,13,"Ireland",0
2022-09-30,14,"Ireland",0
2022-09-30,15,"Ireland",0
2022-09-30,16,"Ireland",0
2022-09-30,0,"Israel",0
2022-09-30,1,"Israel",1
2022-09-30,2,"Israel",1
2022-09-30,3,"Israel",1
2022-09-30,4,"Israel",0
2022-09-30,5,"Israel",1
2022-09-30,6,"Israel",0
2022-09-30,7,"Israel",0
2022-09-30,8,"Israel",0
2022-09-30,9,"Israel",0
2022-09-30,10,"Israel",0
2022-09-30,11,"Israel",1
2022-09-30,12,"Israel",0
2022-09-30,13,"Israel",0
2022-09-30,14,"Israel",0
2022-09-30,15,"Israel",0
2022-09-30,16,"Israel",0
2022-09-30,0,"Italy",4
2022-09-30,1,"Italy",8
2022-09-30,2,"Italy",4
2022-09-30,3,"Italy",4
2022-09-30,4,"Italy",6
2022-09-30,5,"Italy",3
2022-09-30,6,"Italy",2
2022-09-30,7,"Italy",2
2022-09-30,8,"Italy",1
2022-09-30,9,"Italy",1
2022-09-30,10,"Italy",1
2022-09-30,11,"Italy",3
2022-09-30,12,"Italy",0
2022-09-30,13,"Italy",1
2022-09-30,14,"Italy",3
2022-09-30,15,"Italy",1
2022-09-30,16,"Italy",1
2022-09-30,0,"Latvia",0
2022-09-30,1,"Latvia",0
2022-09-30,2,"Latvia",0
2022-09-30,3,"Latvia",0
2022-09-30,4,"Latvia",0
2022-09-30,5,"Latvia",0
2022-09-30,6,"Latvia",0
2022-09-30,7,"Latvia",0
2022-09-30,8,"Latvia",0
2022-09-30,9,"Latvia",0
2022-09-30,10,"Latvia",0
2022-09-30,11,"Latvia",0
2022-09-30,12,"Latvia",0
2022-09-30,13,"Latvia",0
2022-09-30,14,"Latvia",0
2022-09-30,15,"Latvia",0
2022-09-30,16,"Latvia",1
2022-09-30,0,"Luxembourg",0
2022-09-30,1,"Luxembourg",1
2022-09-30,2,"Luxembourg",0
2022-09-30,3,"Luxembourg",0
2022-09-30,4,"Luxembourg",0
2022-09-30,5,"Luxembourg",0
2022-09-30,6,"Luxembourg",0
2022-09-30,7,"Luxembourg",0
2022-09-30,8,"Luxembourg",0
2022-09-30,9,"Luxembourg",0
2022-09-30,10,"Luxembourg",0
2022-09-30,11,"Luxembourg",0
2022-09-30,12,"Luxembourg",0
2022-09-30,13,"Luxembourg",0
2022-09-30,14,"Luxembourg",0
2022-09-30,15,"Luxembourg",0
2022-09-30,16,"Luxembourg",0
2022-09-30,0,"Netherlands",1
2022-09-30,1,"Netherlands",1
2022-09-30,2,"Netherlands",2
2022-09-30,3,"Netherlands",4
2022-09-30,4,"Netherlands",2
2022-09-30,5,"Netherlands",2
2022-09-30,6,"Netherlands",0
2022-09-30,7,"Netherlands",0
